,year,weekNumber,month,distance,total_elevation_gain,elapsed_time,pr_count,average_speed,average_watts,average_temp,count
197,2020,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,2015,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,2016,33,7.0,15.504350528278433,851.703468,5050.0,0.0,14.884598760000001,141.9,0.0,1.0
200,2017,33,7.0,206.05792417650716,13489.132544999999,68512.0,23.0,18.030854870000002,193.6833333333333,64.10000000000001,6.0
201,2018,33,7.0,45.739341205717835,2618.758506,8861.0,9.0,19.34393865,210.39999999999998,70.7,2.0
202,2019,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,2020,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,2015,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,2016,34,8.0,57.676507147296455,2936.6709330000003,13568.0,10.0,17.543574773333336,149.55,0.0,3.0
206,2017,34,8.0,117.15767557489124,7664.018879999998,29910.0,8.0,16.105073224,178.66000000000003,68.00000000000001,5.0
207,2018,34,7.0,119.1964574269733,7461.919752000001,27969.0,9.0,16.872492773333338,178.6,78.2,3.0
208,2019,34,8.0,12.873461777501555,367.45295999999996,2812.0,0.0,16.947057440000002,440.0,64.4,1.0
209,2020,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,2015,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,2016,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,2017,35,8.0,137.93859540087013,9185.011668,36407.0,8.0,15.286129490000002,148.98333333333335,65.60000000000001,6.0
213,2018,35,8.0,99.22765692977005,8716.509144,1009925.0,9.0,8.411391497777778,89.6,74.30000000000001,9.0
214,2019,35,8.0,68.31733996270975,2437.65669,14105.0,9.0,18.105233124999998,382.5,68.89999999999999,4.0
215,2020,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,2015,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,2016,36,8.0,41.3088875077688,0.0,7800.0,0.0,18.7008184,0.0,0.0,3.0
218,2017,36,8.0,92.7377874456184,7246.369221,52782.0,0.0,11.28200689,147.3,73.4,2.0
219,2018,36,8.0,39.81448104412679,5705.363369999999,22078.0,1.0,8.233281364,132.11999999999998,59.00000000000001,5.0
220,2019,36,8.0,52.44536979490367,2136.8045789999996,11280.0,7.0,17.79560334666667,154.66666666666666,65.00000000000001,3.0
221,2020,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,2015,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,2016,37,8.0,11.322436295835924,0.0,2700.0,0.0,15.61943355,0.0,0.0,2.0
224,2017,37,8.0,83.51423244251086,5125.968792,22560.0,13.0,14.012192160000001,159.78000000000003,76.4,5.0
225,2018,37,8.0,35.04133001864513,5110.5488909999995,19767.0,6.0,7.266326766666668,110.69999999999999,0.0,6.0
226,2019,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,2020,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,2015,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,2016,38,8.0,33.90341827221877,0.0,6000.0,0.0,19.30926608,0.0,0.0,3.0
230,2017,38,8.75,76.5230577998757,7365.46335,25789.0,13.0,11.04936513,181.87499999999997,67.4,8.0
231,2018,38,8.0,103.10254816656308,7828.716546,24183.0,17.0,16.905897744,197.14000000000001,59.45,5.0
232,2019,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,2020,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,2015,39,9.0,29.906339341205715,0.0,7200.0,0.0,15.062808313333335,0.0,0.0,3.0
235,2016,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,2017,39,9.0,53.43486637663146,4686.993738,26285.0,20.0,9.545981668571429,122.17142857142858,60.8,7.0
237,2018,39,9.0,16.441702921068988,1082.6739,3725.0,0.0,16.53993436,178.7,66.2,1.0
238,2019,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,2020,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,2015,40,9.0,8.401802361715351,0.0,1800.0,0.0,16.7994194,0.0,0.0,1.0
241,2016,40,9.0,10.892355500310751,0.0,1986.0,0.0,19.7409955,0.0,0.0,1.0
242,2017,40,9.0,207.7858297078931,6933.706122,58705.0,75.0,13.660545192,150.4,56.6,5.0
243,2018,40,9.0,5.737725295214419,711.94011,2187.0,0.0,10.446509800000001,136.5,64.4,1.0
244,2019,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,2020,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,2015,41,9.0,26.505717837165943,0.0,7189.0,0.0,13.479054793333333,0.0,0.0,3.0
247,2016,41,9.0,12.07091361093847,316.92817799999995,6773.0,0.0,3.237411415,175.1,0.0,4.0
248,2017,41,9.0,51.61901802361715,859.57746,13992.0,9.0,15.10493735,153.53333333333333,61.400000000000006,4.0
249,2018,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,2019,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,2020,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,2015,42,9.0,16.503604723430705,0.0,3300.0,0.0,17.14950051,0.0,0.0,2.0
253,2016,42,9.0,37.96196395276569,1100.718465,8068.0,20.0,17.88135271333333,158.26666666666665,0.0,3.0
254,2017,42,9.0,118.4116842759478,6872.354601000001,29209.0,16.0,15.012104340000002,172.74,49.55,6.0
255,2018,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,2019,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,2020,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,2015,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,2016,43,10.0,69.74810441267869,4134.830048999999,15807.0,7.0,16.100151956,165.98,0.0,5.0
