,year,weekNumber,month,distance,total_elevation_gain,elapsed_time,pr_count,average_speed,average_watts,average_temp,count
278,2017,46,10.0,44.845431945307645,833.6589029999999,11604.0,2.0,13.849454775000002,118.53333333333335,42.800000000000004,4.0
279,2018,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,2019,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,2020,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,2015,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,2016,47,10.6,55.37190801740211,0.0,9900.0,0.0,20.029560760000003,0.0,0.0,5.0
284,2017,47,11.0,51.69484151646985,2583.653625,19596.0,20.0,11.938921603333334,123.03333333333335,33.8,6.0
285,2018,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,2019,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,2020,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,2015,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,2016,48,11.0,101.80876320696083,0.0,17400.0,0.0,20.97280379333333,0.0,0.0,6.0
290,2017,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,2018,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,2019,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,2020,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,2015,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,2016,49,11.0,18.904101926662523,0.0,3600.0,0.0,18.89990606,0.0,0.0,1.0
296,2017,49,11.0,20.184897451833436,583.98774,4067.0,0.0,18.51515238,203.9,42.8,1.0
297,2018,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,2019,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,2020,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,2015,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,2016,50,11.0,30.77339962709758,802.162935,6337.0,7.0,17.72178432666667,150.9,0.0,3.0
302,2017,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,2018,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,2019,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,2020,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,2015,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,2016,51,11.0,40.20285891858297,1036.74228,8218.0,25.0,18.01631476,145.2,0.0,1.0
308,2017,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,2018,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,2019,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,2020,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
